#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,domain,entity_id
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:00:07.223108Z,-9.71485996246338,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:01:07.225129Z,-9.6861457824707,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:02:07.227216Z,-9.73878765106201,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:03:07.224242Z,-9.76510906219482,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:04:07.224836Z,-9.7938232421875,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:05:07.225367Z,-9.8536434173584,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:06:07.232374Z,-9.6670036315918,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:07:07.229468Z,-9.68853855133057,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:08:07.229817Z,-9.82492923736572,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:09:07.228911Z,-9.73400211334229,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:10:07.23171Z,-9.71246719360352,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:11:07.229444Z,-9.69093132019043,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:12:07.233821Z,-9.7603235244751,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:13:07.233081Z,-9.64546775817871,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:14:07.233977Z,-9.89671421051025,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:16:07.2365Z,-9.65025329589844,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:17:07.236765Z,-9.76271629333496,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:18:07.23849Z,-9.83689308166504,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:19:07.241903Z,-9.69093132019043,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:20:07.241565Z,-9.86800003051758,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:21:07.244239Z,-9.72203826904297,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:22:07.244742Z,-9.72443103790283,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:23:07.246047Z,-9.84407234191895,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:24:07.253622Z,-9.78664398193359,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:25:07.252291Z,-9.73160934448242,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:26:07.257288Z,-9.70528793334961,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:27:07.254982Z,-9.78664398193359,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:28:07.257753Z,-9.80339431762695,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:29:07.259657Z,-9.85842990875244,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:30:07.257459Z,-9.72203826904297,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:31:07.256107Z,-9.7459659576416,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:32:07.258647Z,-9.76750183105469,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:33:07.25775Z,-9.68375301361084,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:34:07.256458Z,-9.75314521789551,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:35:07.259374Z,-9.78185844421387,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:36:07.267061Z,-9.79621601104736,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:37:07.264516Z,-9.78903770446777,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:38:07.264031Z,-9.83450031280518,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:39:07.26805Z,-9.71964550018311,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:40:07.271397Z,-9.80339431762695,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:41:07.271683Z,-9.70050239562988,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:42:07.27144Z,-9.71485996246338,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:43:07.275362Z,-9.70289611816406,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:44:07.272094Z,-9.77707290649414,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:45:07.273725Z,-9.69571685791016,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:46:07.272284Z,-9.68375301361084,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:47:07.275253Z,-9.78425216674805,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:48:07.277949Z,-9.7268238067627,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:49:07.277364Z,-9.91585636138916,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:50:07.276037Z,-9.82732200622559,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:51:07.27728Z,-9.74835968017578,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:52:07.277173Z,-9.6670036315918,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:53:07.278796Z,-9.77228736877441,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:54:07.278924Z,-9.81775093078613,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:55:07.277771Z,-9.80100154876709,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:56:07.279068Z,-9.85125064849854,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:57:07.281487Z,-9.86321449279785,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:58:07.280193Z,-9.80817890167236,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T00:59:07.282708Z,-9.7938232421875,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:00:07.28726Z,-9.71964550018311,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:01:07.285734Z,-9.75553798675537,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:02:07.289506Z,-9.75075244903564,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:03:07.289998Z,-9.73878765106201,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:04:07.28913Z,-9.81775093078613,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:05:07.290012Z,-9.75553798675537,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:06:07.292692Z,-9.75314521789551,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:07:07.291487Z,-9.63589668273926,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:08:07.290864Z,-9.73160934448242,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:09:07.292254Z,-9.71725273132324,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:10:07.29247Z,-9.75075244903564,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:11:07.300651Z,-9.84646511077881,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:12:07.295305Z,-9.74835968017578,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:13:07.294081Z,-9.75075244903564,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:14:07.295573Z,-9.71725273132324,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:15:07.298622Z,-9.74835968017578,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:17:07.302711Z,-9.79860877990723,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:18:07.302395Z,-9.70050239562988,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:19:07.303771Z,-9.7268238067627,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:20:07.30438Z,-9.72921657562256,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:21:07.305171Z,-9.69571685791016,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:22:07.307379Z,-9.70768165588379,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:23:07.307353Z,-9.72203826904297,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:24:07.30946Z,-9.78664398193359,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:25:07.313472Z,-9.68853855133057,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:26:07.312221Z,-9.79621601104736,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:27:07.312208Z,-9.6670036315918,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:28:07.317232Z,-9.6526460647583,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:29:07.317386Z,-9.62154006958008,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:30:07.319449Z,-9.75792980194092,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:31:07.320444Z,-9.63828945159912,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:32:07.318626Z,-9.67657470703125,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:33:07.319764Z,-9.86321449279785,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:34:07.318813Z,-9.71485996246338,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:35:07.31977Z,-9.78425216674805,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:36:07.320143Z,-9.72921657562256,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:37:07.322271Z,-9.72203826904297,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:38:07.323954Z,-9.67418193817139,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:39:07.326476Z,-9.67657470703125,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:40:07.324976Z,-9.80817890167236,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:41:07.323559Z,-9.77468013763428,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:42:07.324595Z,-9.64068222045898,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:43:07.325325Z,-9.72443103790283,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:45:07.329329Z,-9.67657470703125,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:46:07.327187Z,-9.71246719360352,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:47:07.33137Z,-9.83689308166504,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:48:07.330289Z,-9.75792980194092,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:49:07.33417Z,-9.70050239562988,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:50:07.332441Z,-9.65743255615234,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:51:07.335586Z,-9.7459659576416,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:52:07.332549Z,-9.75553798675537,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:53:07.335493Z,-9.72921657562256,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:54:07.333691Z,-9.76510906219482,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:55:07.336691Z,-9.73878765106201,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:56:07.337023Z,-9.78903770446777,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:57:07.3413Z,-9.74357414245605,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:58:07.340076Z,-9.6861457824707,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T01:59:07.341247Z,-9.61436080932617,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:00:07.340685Z,-9.83928680419922,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:01:07.343549Z,-9.79142951965332,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:02:07.34655Z,-9.68853855133057,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:03:07.348273Z,-9.77228736877441,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:04:07.347082Z,-9.74118041992188,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:05:07.346616Z,-9.7938232421875,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:06:07.349044Z,-9.68375301361084,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:07:07.348516Z,-9.79621601104736,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:08:07.346491Z,-9.78664398193359,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:09:07.347848Z,-9.78903770446777,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:10:07.347642Z,-9.7459659576416,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:11:07.35009Z,-9.77707290649414,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:12:07.361272Z,-9.71725273132324,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:13:07.349849Z,-9.74835968017578,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:14:07.354586Z,-9.67896747589111,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:15:07.354162Z,-9.67178821563721,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:16:07.359403Z,-9.68375301361084,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:17:07.358587Z,-9.74357414245605,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:18:07.359244Z,-9.70768165588379,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:19:07.357985Z,-9.779465675354,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:20:07.358549Z,-9.74118041992188,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:21:07.364247Z,-9.84885692596436,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:22:07.363195Z,-9.71725273132324,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:23:07.36313Z,-9.78664398193359,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:24:07.36415Z,-9.74118041992188,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:25:07.367095Z,-9.67657470703125,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:26:07.367924Z,-9.71964550018311,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:27:07.370409Z,-9.68853855133057,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:28:07.369091Z,-9.78185844421387,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:29:07.371466Z,-9.6526460647583,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:30:07.373652Z,-9.69571685791016,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:31:07.370356Z,-9.76989459991455,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:32:07.375114Z,-9.76750183105469,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:33:07.377664Z,-9.71964550018311,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:34:07.377535Z,-9.84646511077881,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:35:07.380528Z,-9.75553798675537,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:36:07.377121Z,-9.7603235244751,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:37:07.381293Z,-9.76271629333496,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:38:07.381243Z,-9.70528793334961,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:39:07.382113Z,-9.75792980194092,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:40:07.380297Z,-9.77228736877441,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:41:07.381549Z,-9.75553798675537,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:42:07.381738Z,-9.76510906219482,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:43:07.379908Z,-9.7603235244751,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:44:07.380254Z,-9.76271629333496,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:45:07.384743Z,-9.7268238067627,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:46:07.386566Z,-9.75553798675537,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:47:07.386987Z,-9.83928680419922,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:48:07.388696Z,-9.8608226776123,value,m/s²,sensor,fridge_black_accel_x
,,0,2025-07-22T00:00:00Z,2025-07-22T23:59:59Z,2025-07-22T02:49:07.388933Z,-9.69810962677002,value,m/s²,sensor,fridge_black_accel_x
